id,title,desc,by
c00532,WordPress 2023: The Complete WordPress Website Course,Become a WordPress expert - Build any dynamic WordPress website without programming with WordPress custom post types.,Tanzeel Ur Rehman
c00533,PHP OOP: Object Oriented Programming for beginners + Project,PHP OOP: Learn Object Oriented PHP by Building a Real World Application Making You a PHP Developer from Zero to Hero,Edwin Diaz
c00534,"Master Electron: Desktop Apps with HTML, JavaScript & CSS","The Complete Electron course for learning to build Cross Platform Desktop Apps using HTML, JavaScript & CSS",Ray Viljoen
c00535,Complete React Native in 2023: Zero to Mastery (with Hooks),Master React Native for iOS and Android Mobile App Development using JavaScript. Build a modern e-commerce mobile app!,Andrei Neagoie
c00536,Artificial Intelligence for Business + ChatGPT Prize [2023],Solve Real World Business Problems with AI Solutions implemented in Python,Hadelin de Ponteves
c00537,Master MATLAB through Guided Problem Solving,Become an expert in MATLAB Programming and Scientific Computing. Advance your career in Engineering Physics Biology etc,Tim Buchalka's Learn Programming Academy
c00538,The Complete Self-Driving Car Course - Applied Deep Learning,"Learn to use Deep Learning, Computer Vision and Machine Learning techniques to Build an Autonomous Car with Python",Rayan Slim
c00539,Getting Started with Web3 Development,Develop your first decentralized application from scratch on the Ethereum blockchain with Solidity,Sebastien Arbogast
c00540,Unsupervised Machine Learning Hidden Markov Models in Python,"HMMs for stock price analysis, language modeling, web analytics, biology, and PageRank.",Lazy Programmer Team
c00541,Selenium WebDriver with C# for Beginners + Live Testing Site,Selenium is the most popular tool to test websites! Join me and hundreds of students to learn Selenium Webdriver!,Tod Vachev
c00542,The Complete Web Developer Masterclass: Beginner To Advanced,In this complete masterclass course students will learn how to build their very own website from scratch through example,Joe Parys
c00543,Build 15 Augmented Reality (AR) apps with Unity & Vuforia,"Augmented reality (AR) tutorials on Markerless tracking, Cloud AR, 3D Object detection, + more with Unity & Vuforia",Dinesh Tavasalkar
c00544,Object-oriented Programming in JavaScript,"Learn all about OOP, understand the most confusing parts of JavaScript and prepare for technical interviews",Mosh Hamedani
c00545,Java Application Performance Tuning and Memory Management,"Discover how coding choices, benchmarking, performance tuning and memory management can optimize your Java applications",Matt Greencroft
c00546,Complete WordPress Theme & Plugin Development Course,Everything you need to become a hirable WordPress Developer building custom themes and plugins,Zac Gordon
c00547,Machine Learning: Natural Language Processing in Python (V2),"NLP: Use Markov Models, NLTK, Artificial Intelligence, Deep Learning, Machine Learning, and Data Science in Python",Lazy Programmer Inc.
c00548,Java Course for Complete Beginners with Practical Examples,Learn Java programming through examples for absolute beginner ! Become a Java Developer and obtain core Java skills!,Sandor Szekeres
c00549,.NET 5 Web API & Entity Framework Crash Course,Build your RESTful web service with .NET 5 Web API from the ground up and use Entity Framework to create your database.,Patrick God
c00550,Best QA Manual Software Testing: Live Project+Agile+Jira+API,Ultimate QA Manual Testing course with Live project and Live demo + Real time interview questions + Life time support,Richa Mehta
c00551,JavaScript Web Projects: 20 Projects to Build Your Portfolio,"Modern HTML5, CSS3, and JavaScript to build Responsive and Mobile Friendly projects for your dream portfolio and resume!",Andrei Neagoie
c00552,The Comprehensive Android App Development Masterclass,"Master Android App Development: ROOM Database, ML Kit Face Recognition, Firestore, Firebase, Maps and Android Studio IDE","Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor"
c00553,The Rust Programming Language,"Learn a modern, powerful yet safe systems programming language!",Dmitri Nesteruk
c00554,Apache Airflow: The Hands-On Guide,"Master Apache Airflow from A to Z. Hands-on videos on Airflow with AWS, Kubernetes, Docker and more",Marc Lamberti
c00555,Go Bootcamp: Master Golang with 1000+ Exercises and Projects,Master and Deeply Understand Google's Go from Scratch with Illustrated In-Depth Tutorials & 1000+ Hands-On Exercises.,Jose Portilla
c00556,C# Basics: Learn to Code the Right Way,"Learn C# Using this Course, Then Move on to Make Windows, Server and .Net Applications!",Grant Klimaytys
c00557,The Complete ReactJs Course - Basics to Advanced [2023],Learn React JS from scratch with hands-on practice assignments and projects.,EdYoda Digital University
c00558,Making Sense of User Stories,"An in-depth look at writing, understanding, and working with user stories",Luminescence Training
c00559,Complete Angular 11 - Ultimate Guide - with Real World App,"Angular 11, Angular 12 Material, REST API, JWT Authentication, Angular Project, Asp.Net Core, Dashboard, Durgasoft",Web University by Harsha Vardhan
c00560,ISTQB Foundation Level chapter-wise exams,Sample exams to practice for the 2018 ISTQB Foundation level new syllabus exam,Tarek Roshdy
c00561,ChatGPT Complete Course - Prompt Engineering and My GPTs,"My GPT ChatGPT App Store, Prompt Engineering in ChatGPT, AI Prompt Engineering, Learn Prompt Design and Generative AI",Mike Wheeler
c00562,Learn Rust by Building Real Applications,Fundamentals of the Rust Programming Language,Lyubomir Gavadinov
c00563,Modern Web Scraping with Python using Scrapy Splash Selenium,"Become an expert in web scraping and web crawling using Python 3, Scrapy, Splash and Selenium 2nd EDITION (2021)",Ahmed Rafik
c00564,Server Side Rendering with React and Redux,"Build React, Redux, and React Router apps using Server Side Rendering (SSR), Isomorphic, and Universal JS techniques",Stephen Grider
c00565,The Full JavaScript & ES6 Tutorial - (including ES7 & React),"The most in-depth course on ES6 around. Start with JavaScript, deep-dive into ES6, & even more (Webpack, ES7, & React)!",David Joseph Katz
c00566,Develop Minecraft Plugins (Java),High-quality tutorials providing you with the most sustainable practices available to make Minecraft plugins.,Stephen King
c00567,.NET 7 Web API & Entity Framework Jumpstart,"Build the back-end of a .NET 7 web application with a Web API, Entity Framework 7 & SQL Server in no time!",Patrick God
c00568,Learn Python Programming From A-Z: Beginner To Expert Course,"Become a professional Python programmer and learn how to easily create programs, apps, scripts, games and so much more!",Juan E. Galvan
c00569,Unreal Engine 4 C++ The Ultimate Game Developer Course,"Learn how to develop, code and package a complete video game in Unreal Engine",Stephen Ulibarri
c00570,Learn Parallel Programming with C# and .NET,Discover the core multithreading and parallelization concepts supported by the .NET framework.,Dmitri Nesteruk
c00571,AWS Certified Machine Learning Specialty MLS-C01 [2023],"Experience AWS SageMaker:  A Practical Course with Hands-On Learning, Practice Tests  and Certification Preparation",Chandra Lingam
c00572,Maven Crash Course: Step-by-Step Introduction for Beginners,"Quick introduction of core concepts reinforced with practical, ,project-based examples using Maven, Git and Eclipse.",Jason Taylor
c00573,The Complete dbt (Data Build Tool) Bootcamp: Zero to Hero,Become a dbt™ professional with this ALL-IN-ONE COURSE covering both theory & practice through a real-world project!,Zoltan C. Toth
c00574,Master Computer Vision™ OpenCV4 in Python with Deep Learning,"Master OpenCV4 like a pro while learning Dlib, Deep Learning Computer Vision (Keras, TensorFlow & Caffe) + 21 Projects!",Rajeev D. Ratan
c00575,C# Developers: Double Your Coding Speed with Visual Studio ,Fast Coding Techniques that Every C# Developer Must Know,Mosh Hamedani
c00576,Introduction to TypeScript Development,"Get ready to build React, Vue and Angular web and mobile applications by learning the TypeScript programming language.",Jordan Hudgens
c00577,Python for Programmers,Learn the core of Python quickly with this course tailored to programmers,Nick Walter
c00578,PHP for Beginners,Build a Content Management System from Scratch with PHP and MySQL,Tim Buchalka's Learn Programming Academy
c00579,Create eLearning Courses with Articulate Storyline 360,In this course we cover everything from A-Z within Articulate Storyline.,Jeff Batt
c00580,AngularJS JumpStart with Dan Wahlin,Building Web applications? Learn to build robust Single Page Applications (SPAs) with the popular AngularJS framework!,Dan Wahlin
c00581,SOLID Principles of Object-Oriented Design and Architecture,Master SOLID principles and deep dive into advanced topics in software architecture,Vasiliy Zukanov
c00582,Build ASP.NET Core Web API - Scratch To Finish (.NET 7 API),"Use C# and Build an ASP.NET Core Web API with Entity Framework Core, SQL Server, Authentication & Authorization | .NET 7",Sameer Saini
c00583,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap","Learn HTML5, CSS3, JavaScript, jQuery and Bootstrap framework by building a modern looking responsive website.",Irfan Dayan
c00584,Build Web Apps with React & Firebase,"Learn React from the ground up to make dynamic websites (includes Context, Hooks, Reducers, Routing, Auth, Databases)",The Net Ninja (Shaun Pelling)
c00585,"Mastering AWS Glue, QuickSight, Athena & Redshift Spectrum","Master serverless analytics with AWS Glue, QuickSight, Athena, & Redshift Spectrum (includes preview features with labs)",Siddharth Mehta
c00586,AWS Certified Developer Associate Practice Exams,Be an AWS Certified Developer! Covers AWS Certified Developer topics to pass the AWS Certified Developer Associate exam!,"Jon Bonso AWS Certified Cloud Practitioner, Developer, Solutions Architect"
c00587,Apache Maven: Beginner to Guru,Master Apache Maven to Build and Deploy Your Java and Spring Boot Applications,"John Thompson • 500,000+ Enrollments Worldwide"
c00588,SAP ABAP Training - in Plain English,ABAP for absolute beginners - No Programming knowledge required,Siva Prasad
c00589,Software Architecture for the Enterprise Architect,Learn software architecture skills required by an enterprise architect including UML modelling and architecture patterns,Binary Brain
c00590,"Become a Certified Web Developer: HTML, CSS and JavaScript",Learn: HTML | CSS | JavaScript | Web programming | Web development | Front-end | Responsive | JQuery,Framework Tech
c00591,Learn and Understand C++,"Take this course to learn C++ which you can use for ethical hacking, game development, and most software you use daily!",Ermin Kreponic
c00592,Mastering TypeScript - 2023 Edition,Learn the world's fastest growing programming language from scratch. Includes Webpack & React!,Colt Steele
c00593,ChatBots: Messenger ChatBot - DialogFlow and nodejs,Use DialogFlow to train chatbot to have dialogs. Develop backend app to connect chatbot to web services and databases,Jana Bergant
c00594,Unit Testing and Test Driven Development in Python,Learning the discipline of Test Driven Development (also known as TDD) Using the Python Programming Language,Richard Wells
c00595,Microsoft SQL Server 2012 Certification Training Exam 70-461,To Study And Pass The Microsoft 70-461 Exam and Gain Certification For MCSA or MCSE,Infinite Skills
c00596,Master Laravel 10 for Beginners & Intermediate 2023,Master Laravel 10: Build 5 Real-World Projects! Unlock Web Development Skills with In-Demand PHP Framework!,"Piotr Jura | 52,000+ Enrollments"
c00597,Selenium WebDriver JAVA |Best for Beginners |Real Frameworks,"SELENIUM WEBDRIVER Automation with JAVA, BDD Behavior Driven Framework, End to End integration to Jenkins,CI/CD Github",Automation World
c00598,Learn Complete Front-End Web Development Course (2023),"Learn Complete Front End Web Development with HTML5, CSS3, Bootstrap 5, JavaScript, ECMAScript 6, Angular & React JS",Fatah Gabrial
